5671	522	271279
5672	492	272264
5675	3022	263094
5676	1213	265212
5677	754	267749
5677	779	267516
5680	384	278654
5680	786	267306
5681	379	282759
5681	852	266814
5682	536	270502
5683	852	266492
5684	384	278303
5685	516	271716
5685	3059	262776
5687	3549	262761
5689	379	282663
5690	420	276751
5693	384	278277
5694	384	278114
5694	393	277360
5701	669	269166
5701	670	268939
5705	405	277088
5708	3727	262532
5709	410	277017
5710	338	281276
5710	405	276861
5714	785	267245
5714	786	266992
5715	396	277135
5717	371	277663
5717	393	276774
5717	852	266473
5718	329	281304
5720	428	275427
5725	754	267624
5726	371	277212
5726	3661	262537
5727	428	275311
5727	779	267393
5728	1213	265117
5729	412	276135
5731	412	275896
5733	351	281086
5735	1306	264462
5738	991	266379
5743	311	285560
5746	3546	262679
5749	393	276430
5758	293	280461
5758	462	273148
5762	293	280184
5768	3022	263033
5772	272	288465
5773	272	288377
5774	250	286625
5774	290	285576
5774	462	272961
5776	250	286622
5776	412	275812
5778	428	275211
5778	3059	262715
5782	268	285549
5783	250	286574
5783	393	276372
5784	250	286561
5785	393	276025
5786	250	286558
5786	392	276912
5787	251	286374
5788	250	286362
5790	206	287121
5791	250	286324
5792	261	285451
5793	181	288962
5794	250	286248
5799	181	288910
5799	250	286192
5799	428	275166
5799	465	272953
5799	492	272134
5802	181	288841
5802	474	272839
5804	250	286170
5805	181	288803
5806	181	288783
5809	250	286142
5811	516	271632
5811	895	266379
5812	447	274409
5813	200	288385
5813	850	266644
5815	280	285002
5818	181	288778
5818	428	275135
5819	181	288683
5822	250	285574
5824	203	288115
5824	474	272792
5826	428	274743
5827	447	274271
5829	251	285444
5831	162	291817
5832	162	291679
5833	162	291669
5833	181	288674
5835	162	291654
5837	162	291548
5838	162	291509
5839	181	288637
5840	250	285184
5842	181	288584
5844	162	291504
5844	177	291229
5845	162	291351
5845	280	282939
5848	181	288445
5848	786	266936
5849	280	282914
5851	176	290140
5851	269	284418
5851	778	267565
5851	779	267322
5851	786	266769
5853	104	293864
5860	176	290087
5861	102	294637
5861	113	293475
5865	162	291268
5870	162	291241
5870	176	290080
5872	162	291210
5872	280	282453
5873	176	290072
5877	162	291203
5878	162	291193
5884	176	289981
5885	176	289862
5889	176	289687
5902	102	294554
5903	176	289633
5904	162	291072
5907	102	294527
5907	157	293179
5908	113	293356
5911	104	293703
5912	176	289606
5914	102	294426
5914	162	291017
5916	162	290922
5917	137	293001
5917	140	292098
5918	102	294318
5921	223	286987
5928	223	286970
5929	137	292959
5933	137	292828
